SCI  hem1341m1020_sci_564_04.fits                       UVES.2011-05-04T02:47:39.238.fits  0.8  6250.00 55685.11642637 12.2 742.8 4684177
WAV  thar_wav_564_04_01.fits                            UVES.2011-05-04T04:32:57.142.fits  0.8    19.00 55685.18955026 12.2 742.6 4684177
ORD  thar_ord_564_04_01.fits                            UVES.2011-05-04T13:10:47.074.fits  1.2     7.23 55685.54915595 12.2 742.5 4684175
FMT  thar_fmt_564_04_01.fits                            UVES.2011-05-04T13:07:36.927.fits  0.7    21.69 55685.54695517 12.2 742.5 4684175
FLAT flat_cal_564_04_01.fits                            UVES.2011-05-04T13:13:48.670.fits  0.8    10.85 55685.55125776 12.2 742.5 4684175
FLAT flat_cal_564_04_02.fits                            UVES.2011-05-04T13:15:07.527.fits  0.8    10.85 55685.55217045 12.2 742.5 4684175
FLAT flat_cal_564_04_03.fits                            UVES.2011-05-04T13:16:26.554.fits  0.8    10.85 55685.55308512 12.2 742.5 4684175
FLAT flat_cal_564_04_04.fits                            UVES.2011-05-04T13:17:45.461.fits  0.8    10.85 55685.55399839 12.2 742.5 4684175
FLAT flat_cal_564_04_05.fits                            UVES.2011-05-04T13:19:04.399.fits  0.8    10.85 55685.55491202 12.2 742.5 4684175
BIAS bias_cal_564_04_01.fits                            UVES.2011-05-04T10:48:29.622.fits  0.0     0.00 55685.45034285  0.0   0.0 0
BIAS bias_cal_564_04_02.fits                            UVES.2011-05-04T10:49:16.416.fits  0.0     0.00 55685.45088445  0.0   0.0 0
BIAS bias_cal_564_04_03.fits                            UVES.2011-05-04T10:50:03.211.fits  0.0     0.00 55685.45142605  0.0   0.0 0
BIAS bias_cal_564_04_04.fits                            UVES.2011-05-04T10:50:50.005.fits  0.0     0.00 55685.45196765  0.0   0.0 0
BIAS bias_cal_564_04_05.fits                            UVES.2011-05-04T10:51:36.798.fits  0.0     0.00 55685.45250924  0.0   0.0 0
