SCI  pg0117p213_sci_580_06.fits                         UVES.2010-11-02T04:36:50.330.fits  0.8  3300.00 55502.19224919 10.7 743.9 4690960
WAV  thar_wav_580_06_01.fits                            UVES.2010-11-02T05:32:58.464.fits  0.8    15.00 55502.23123222 10.7 743.6 4690960
ORD  thar_ord_580_06_01.fits                            UVES.2010-11-02T10:56:56.988.fits  1.2     7.23 55502.45621514 10.8 744.1 4690963
FMT  thar_fmt_580_06_01.fits                            UVES.2010-11-02T10:55:09.639.fits  0.7    17.75 55502.45497267 10.8 744.1 4690963
FLAT flat_cal_580_06_01.fits                            UVES.2010-11-02T10:58:33.146.fits  0.8    10.85 55502.45732808 10.8 744.1 4690963
FLAT flat_cal_580_06_02.fits                            UVES.2010-11-02T10:59:52.154.fits  0.8    10.85 55502.45824252 10.8 744.1 4690963
FLAT flat_cal_580_06_03.fits                            UVES.2010-11-02T11:01:10.811.fits  0.8    10.85 55502.45915290 10.8 744.1 4690963
FLAT flat_cal_580_06_04.fits                            UVES.2010-11-02T11:02:29.477.fits  0.8    10.85 55502.46006339 10.8 744.1 4690963
FLAT flat_cal_580_06_05.fits                            UVES.2010-11-02T11:03:48.424.fits  0.8    10.85 55502.46097713 10.8 744.1 4690963
BIAS bias_cal_580_06_01.fits                            UVES.2010-11-02T09:27:57.110.fits  0.0     0.00 55502.39441100  0.0   0.0 0
BIAS bias_cal_580_06_02.fits                            UVES.2010-11-02T09:28:43.825.fits  0.0     0.00 55502.39495168  0.0   0.0 0
BIAS bias_cal_580_06_03.fits                            UVES.2010-11-02T09:29:30.539.fits  0.0     0.00 55502.39549235  0.0   0.0 0
BIAS bias_cal_580_06_04.fits                            UVES.2010-11-02T09:30:17.273.fits  0.0     0.00 55502.39603325  0.0   0.0 0
BIAS bias_cal_580_06_05.fits                            UVES.2010-11-02T09:31:03.997.fits  0.0     0.00 55502.39657404  0.0   0.0 0
