SCI  pg0117p213_sci_580_02.fits                         UVES.2010-11-01T02:40:46.925.fits  0.8  3300.00 55501.11165422 10.2 745.8 4690947
WAV  thar_wav_580_02_01.fits                            UVES.2010-11-01T03:36:54.847.fits  0.8    15.00 55501.15063480 10.2 745.6 4690947
ORD  thar_ord_580_02_01.fits                            UVES.2010-11-01T14:24:21.826.fits  1.2     7.23 55501.60025262 10.1 746.0 4690945
FMT  thar_fmt_580_02_01.fits                            UVES.2010-11-01T14:22:33.986.fits  0.7    17.75 55501.59900447 10.1 746.0 4690945
FLAT flat_cal_580_02_01.fits                            UVES.2010-11-01T14:25:57.785.fits  0.8    10.85 55501.60136325 10.1 746.0 4690945
FLAT flat_cal_580_02_02.fits                            UVES.2010-11-01T14:27:16.472.fits  0.8    10.85 55501.60227398 10.1 746.0 4690945
FLAT flat_cal_580_02_03.fits                            UVES.2010-11-01T14:28:35.308.fits  0.8    10.85 55501.60318644 10.1 746.0 4690945
FLAT flat_cal_580_02_04.fits                            UVES.2010-11-01T14:29:54.425.fits  0.8    10.85 55501.60410214 10.1 746.0 4690945
FLAT flat_cal_580_02_05.fits                            UVES.2010-11-01T14:31:13.182.fits  0.8    10.85 55501.60501368 10.1 746.0 4690945
BIAS bias_cal_580_02_01.fits                            UVES.2010-11-01T12:27:58.635.fits  0.0     0.00 55501.51942865  0.0   0.0 0
BIAS bias_cal_580_02_02.fits                            UVES.2010-11-01T12:28:45.359.fits  0.0     0.00 55501.51996943  0.0   0.0 0
BIAS bias_cal_580_02_03.fits                            UVES.2010-11-01T12:29:32.074.fits  0.0     0.00 55501.52051011  0.0   0.0 0
BIAS bias_cal_580_02_04.fits                            UVES.2010-11-01T12:30:18.797.fits  0.0     0.00 55501.52105089  0.0   0.0 0
BIAS bias_cal_580_02_05.fits                            UVES.2010-11-01T12:31:05.521.fits  0.0     0.00 55501.52159168  0.0   0.0 0
